,id,user_name,tweet_date,tweet_text,punc_text,scores,compound,sentiment,sentiment_bin,vaccine
234,1.33812e+18,Abin George Philip,13-12-2020 13:47,#vaccine #PfizerBioNTech #Oxford_AstraZeneca #BharatBiotech #SputnikV Most of the companies have submitted applicat… https://t.co/1rQrfvSEtU,vaccine PfizerBioNTech Oxford_AstraZeneca BharatBiotech SputnikV Most of the companies have submitted applicat,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,"['pfizer', 'astrazeneca', 'sputnik']"
235,1.33812e+18,The Peninsula Qatar,13-12-2020 13:45,The US Food and Drug Administration (FDA) issued yesterday the first emergency use authorization of the Pfizer-BioN… https://t.co/VqyXdpR38Z,The US Food and Drug Administration FDA issued yesterday the first emergency use authorization of the PfizerBioN,"{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative,-1,['pfizer']
236,1.33812e+18,Unconventional Earth,13-12-2020 13:43,"COVID 19 Vaccination. Latest Update.
https://t.co/fpp4gYIyUi 
@YouTube 
@YouTubeCreators @YouTubeTrends… https://t.co/nBfFeJk4p8",COVID 19 Vaccination Latest Update YouTube YouTubeCreators YouTubeTrends,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
237,1.33811e+18,SuperKid,13-12-2020 13:05,"After 10 months and 3 weeks since its first case, finally some relief for Uncle Sam. Vaccination starts Monday.👏… https://t.co/Ozn5Q01lVH",After 10 months and 3 weeks since its first case finally some relief for Uncle Sam Vaccination starts Monday,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.4767}",0.4767,positive,1,[]
238,1.33811e+18,JARosenberg,13-12-2020 12:56,The first trucks filled with the #Pfizer #vaccine are about to hit the road!! #PfizerBioNTech 💉,The first trucks filled with the Pfizer vaccine are about to hit the road PfizerBioNTech,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
239,1.3381e+18,SECULAR ORDER,13-12-2020 12:37,US says COVID-19 vaccine to start arriving in states Monday https://t.co/xA9zXmqpmy via @10TampaBay  #Pfizervaccine… https://t.co/8Ykifaujq7,US says COVID19 vaccine to start arriving in states Monday via 10TampaBay Pfizervaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
240,1.3381e+18,NR,13-12-2020 12:30,Interesting Watch: @CNN's @NewDay live coverage of the loading of #PfizerBioNTech's vaccine at the Pfizer plant at… https://t.co/lijRZZGyaG,Interesting Watch CNNs NewDay live coverage of the loading of PfizerBioNTechs vaccine at the Pfizer plant at,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,positive,1,['pfizer']
241,1.33809e+18,ARNIE #StopTheWhining!😷🌊,13-12-2020 11:51,"The #vaccines are a-comin'!! 💉🙏🥰

#COVID19 #coronavirus #vaccine #PfizerBioNTech #CNN #MSNBC",The vaccines are acomin COVID19 coronavirus vaccine PfizerBioNTech CNN MSNBC,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
242,1.33807e+18,ILKHA,13-12-2020 10:39,"Global coronavirus death toll reaches 1,611,637 #CoronavirusPandemic @WHO @Worldometers #PfizerBioNTech… https://t.co/rETF806133",Global coronavirus death toll reaches 1611637 CoronavirusPandemic WHO Worldometers PfizerBioNTech,"{'neg': 0.298, 'neu': 0.611, 'pos': 0.092, 'compound': -0.5719}",-0.5719,negative,-1,['pfizer']
243,1.33806e+18,Brighton Journal,13-12-2020 09:59,"Two people in the United Kingdom have experienced an allergic reaction to the Pfizer/BioNTech COVID-19 vaccine.
Rea… https://t.co/2LNAcAa80R",Two people in the United Kingdom have experienced an allergic reaction to the PfizerBioNTech COVID19 vaccine Rea,"{'neg': 0.11, 'neu': 0.75, 'pos': 0.14, 'compound': 0.1531}",0.1531,positive,1,['pfizer']
244,1.33806e+18,Simon Hodes ⬅️2m➡️ 😷,13-12-2020 09:56,@PeteDeveson @anna_down @rcgp @MartinRCGP @SkyNews 💉GPs are struggling to provide core services &amp; many have made di… https://t.co/OWi3ss2OhB,PeteDeveson anna_down rcgp MartinRCGP SkyNews GPs are struggling to provide core services amp many have made di,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative,-1,[]
245,1.33804e+18,IANS Tweets,13-12-2020 08:24,"The first shipments of the #PfizerBioNTech #Covid_19 vaccine will begin arriving in #US states from Monday, an offi… https://t.co/NEIwVXssHB",The first shipments of the PfizerBioNTech Covid_19 vaccine will begin arriving in US states from Monday an offi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
246,1.33803e+18,Outlook Magazine,13-12-2020 07:46,"With numbers likely to get worse over the holidays, the #vaccine is offering a bright spot in the fight against the… https://t.co/UvFLGGElQK",With numbers likely to get worse over the holidays the vaccine is offering a bright spot in the fight against the,"{'neg': 0.21, 'neu': 0.588, 'pos': 0.202, 'compound': -0.0516}",-0.0516,negative,-1,[]
247,1.33802e+18,Health,13-12-2020 07:11,@pfizer Keep up the good work #PfizerBioNTech #Pfizervaccine #PfizerBioNTech #PfizerBiotech #COVID19 #vaccine #coronavirus,pfizer Keep up the good work PfizerBioNTech Pfizervaccine PfizerBioNTech PfizerBiotech COVID19 vaccine coronavirus,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,positive,1,['pfizer']
248,1.33802e+18,We For News,13-12-2020 07:08,Health #Canada has warned people allergic to any of the ingredients in the #PfizerBioNTech #COVID19 vaccine not to… https://t.co/SKldV5UJfe,Health Canada has warned people allergic to any of the ingredients in the PfizerBioNTech COVID19 vaccine not to,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative,-1,['pfizer']
249,1.33802e+18,"Alive,🦅🦁",13-12-2020 07:02,I pucking do not intend to get vaccinated. Wht if my employer force to get vaccinated? Like they did for Arogya Set… https://t.co/LiJMJ8E7vK,I pucking do not intend to get vaccinated Wht if my employer force to get vaccinated Like they did for Arogya Set,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,positive,1,[]
250,1.33801e+18,Suzanne Ghee,13-12-2020 06:33,Ok I might be late to discovering this but... both #PfizerBioNTech  and #Moderna #COVID19 vaccines are being led by… https://t.co/c9G8XnyMMy,Ok I might be late to discovering this but both PfizerBioNTech and Moderna COVID19 vaccines are being led by,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.1531}",0.1531,positive,1,"['pfizer', 'moderna']"
251,1.33801e+18,Forbes Middle East,13-12-2020 06:26,"Just hours after being authorized by the #FDA, doses of #PfizerBioNTech #coronavirus #vaccine are being packaged an… https://t.co/vt3GXp6vaO",Just hours after being authorized by the FDA doses of PfizerBioNTech coronavirus vaccine are being packaged an,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
252,1.33801e+18,pdjmoo,13-12-2020 06:21,"🔴 Some #FDA Advisors Tapped to Review #Coronavirus #Vaccines Received Payments from Vaccine Companies
🔺Just pray th… https://t.co/owTbvnVcmU",Some FDA Advisors Tapped to Review Coronavirus Vaccines Received Payments from Vaccine Companies Just pray th,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3182}",0.3182,positive,1,[]
253,1.338e+18,Ozzy 🇺🇸,13-12-2020 05:41,"@Breaking911 What a Dumass!!!!,  he did NOT have anything to do with the #PfizerBioNTech vaccine. 

He bet on the w… https://t.co/dUC9QuiVnl",Breaking911 What a Dumass he did NOT have anything to do with the PfizerBioNTech vaccine He bet on the w,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
254,1.33799e+18,Kalinga TV,13-12-2020 05:28,"#US States To Start Getting #PfizerBioNTech Covid-19 Vaccine From Monday ##kalingatv #Pfizervaccine 
https://t.co/Wv4BUZ3AF3",US States To Start Getting PfizerBioNTech Covid19 Vaccine From Monday kalingatv Pfizervaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
255,1.33799e+18,Ground Report,13-12-2020 05:08,"Corona: Pfizer vaccine approved for use in US on emergency basis
#Pfizervaccine #US #FDA
#PfizerBioNTech #COVID19
https://t.co/eXWHnswsZ5",Corona Pfizer vaccine approved for use in US on emergency basis Pfizervaccine US FDA PfizerBioNTech COVID19,"{'neg': 0.134, 'neu': 0.722, 'pos': 0.144, 'compound': 0.0516}",0.0516,positive,1,['pfizer']
256,1.33798e+18,LatestLY,13-12-2020 04:46,"UPS, FedEx Collaborate to Ship Pfizer-BioNTech COVID-19 Vaccines in US
https://t.co/sNMqxpGoCW
#UPS #FedEx… https://t.co/KSCWcnb6jE",UPS FedEx Collaborate to Ship PfizerBioNTech COVID19 Vaccines in US UPS FedEx,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
257,1.33798e+18,Mango News,13-12-2020 04:45,US President Donald Trump announced that the vaccine will be free for all Americans and has thanked all the scienti… https://t.co/hdDrnFABNX,US President Donald Trump announced that the vaccine will be free for all Americans and has thanked all the scienti,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.7351}",0.7351,positive,1,[]
258,1.33798e+18,"Sanjeeb Kumar ,husband of Lt Col daughter @deepsh7",13-12-2020 04:36,"#AstraZeneca to buy pharmaceutical firm #Alexion for $39 billion

#COVID19vaccine #Pfizer #Pfizervaccine… https://t.co/zl6gqIvpGW",AstraZeneca to buy pharmaceutical firm Alexion for 39 billion COVID19vaccine Pfizer Pfizervaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,"['pfizer', 'astrazeneca']"
259,1.33798e+18,IANS Tweets,13-12-2020 04:34,Health #Canada has warned people allergic to any of the ingredients in the #PfizerBioNTech #COVID19 vaccine not to… https://t.co/nRxGnPaq9p,Health Canada has warned people allergic to any of the ingredients in the PfizerBioNTech COVID19 vaccine not to,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative,-1,['pfizer']
260,1.33798e+18,National Business Mirror,13-12-2020 04:33,"#AstraZeneca to buy pharmaceutical firm #Alexion for $39 billion
https://t.co/c5r0xaDMS1
#COVID19vaccine #Pfizer… https://t.co/l99JiyQWbj",AstraZeneca to buy pharmaceutical firm Alexion for 39 billion COVID19vaccine Pfizer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,"['pfizer', 'astrazeneca']"
261,1.33798e+18,ellen zee🎤,13-12-2020 04:28,@PMJones14 #PfizerBioNTech  created the vaccine not Trump.  he recommended bleach injections. 😷,PMJones14 PfizerBioNTech created the vaccine not Trump he recommended bleach injections,"{'neg': 0.126, 'neu': 0.715, 'pos': 0.159, 'compound': 0.1048}",0.1048,positive,1,['pfizer']
262,1.33798e+18,Easwaran Rutnam,13-12-2020 04:25,The US public will start receiving the Pfizer/BioNTech coronavirus vaccine from Monday after it was authorised for… https://t.co/LHc75o9o8q,The US public will start receiving the PfizerBioNTech coronavirus vaccine from Monday after it was authorised for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
263,1.33798e+18,Colombo Gazette,13-12-2020 04:24,The US public will start receiving the Pfizer/BioNTech coronavirus vaccine from Monday after it was authorised for… https://t.co/tyUU4ZSjy1,The US public will start receiving the PfizerBioNTech coronavirus vaccine from Monday after it was authorised for,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
264,1.33797e+18,LatestLY,13-12-2020 04:16,Pfizer-BioNTech COVID-19 Vaccine Side Effects: Canada Warns Allergic People Against Pfizer-BioNTech Coronavirus Vac… https://t.co/4pMEWHlln5,PfizerBioNTech COVID19 Vaccine Side Effects Canada Warns Allergic People Against PfizerBioNTech Coronavirus Vac,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative,-1,['pfizer']
265,1.33797e+18,francisthomas,13-12-2020 03:49,"@4everNeverTrump @tedcruz You were hatched in Canada 
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/dBMPRVZZc0",4everNeverTrump tedcruz You were hatched in Canada 2 PfizerBioNTech vaccine was developed in Germany 3 Scie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
266,1.33797e+18,francisthomas,13-12-2020 03:49,"@tedcruz You were hatched in Canada 
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scientists behind it,… https://t.co/EAcRUSqvXG",tedcruz You were hatched in Canada 2 PfizerBioNTech vaccine was developed in Germany 3 Scientists behind it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
267,1.33797e+18,francisthomas,13-12-2020 03:48,"@tedcruz @stoolpresidente You were hatched in Canada 
(2) #PfizerBioNTech vaccine was developed in Germany
(3) Scie… https://t.co/QlD8JuetTU",tedcruz stoolpresidente You were hatched in Canada 2 PfizerBioNTech vaccine was developed in Germany 3 Scie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
268,1.33797e+18,Opoyi,13-12-2020 03:46,"Doses of the #PfizerBioNTech vaccine will begin leaving the company's factory in #Kalamazoo #Michigan on Sunday.
Th… https://t.co/4ZLP943yrW",Doses of the PfizerBioNTech vaccine will begin leaving the companys factory in Kalamazoo Michigan on Sunday Th,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
269,1.33796e+18,LatestLY,13-12-2020 03:30,COVID-19 Vaccine Update: Initial Doses of Pfizer Coronavirus Vaccine in US to Begin from Tomorrow… https://t.co/o4sxk2mpJU,COVID19 Vaccine Update Initial Doses of Pfizer Coronavirus Vaccine in US to Begin from Tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
270,1.33796e+18,🦁 Vinay Singh,13-12-2020 03:01,Salute to the #HealthcareHeroes who are risking their life everyday taking care of #COVID patients! May God give th… https://t.co/rTfnQM9zCq,Salute to the HealthcareHeroes who are risking their life everyday taking care of COVID patients May God give th,"{'neg': 0.097, 'neu': 0.678, 'pos': 0.225, 'compound': 0.4588}",0.4588,positive,1,[]
271,1.33796e+18,Debi Prasad Sahoo,13-12-2020 02:59,"@WSJ Proving the unproven, with time constraints is always hardest.
Great achievement by Pfizer. @pfizer… https://t.co/CS2aY4VEjT",WSJ Proving the unproven with time constraints is always hardest Great achievement by Pfizer pfizer,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.6249,positive,1,['pfizer']
272,1.33795e+18,Dr.Krutika Kuppalli,13-12-2020 02:53,The Canadian guidance for people with allergies to the #PfizerBioNTech #CovidVaccine - since this is still an evolv… https://t.co/SJpEajkTNu,The Canadian guidance for people with allergies to the PfizerBioNTech CovidVaccine since this is still an evolv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
273,1.33795e+18,can't think,13-12-2020 02:35,"#Pfizervaccine #PfizerBioNTech
Why #Pfizer is NOT 100% transparent about it? #coronavirus #VaccinesWork… https://t.co/NjtkWPKqRN",Pfizervaccine PfizerBioNTech Why Pfizer is NOT 100 transparent about it coronavirus VaccinesWork,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
274,1.33795e+18,NR,13-12-2020 02:33,You're wrong: MALAYSIA has already pre-ordered #PfizerBioNTech #COVID19Vaccine (expected in 2021) plus is part of… https://t.co/bbQ7TnYYYR,Youre wrong MALAYSIA has already preordered PfizerBioNTech COVID19Vaccine expected in 2021 plus is part of,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,-1,['pfizer']
275,1.33794e+18,Dr Anushka Aubeelack🐝🇪🇺,13-12-2020 02:16,"I love high quality infographics for getting across multiple ideas quickly 

Here is an excellent set from The Fact… https://t.co/XvxYoaF5Ot",I love high quality infographics for getting across multiple ideas quickly Here is an excellent set from The Fact,"{'neg': 0.0, 'neu': 0.669, 'pos': 0.331, 'compound': 0.836}",0.836,positive,1,[]
276,1.33793e+18,"Nora O'Brien, CEM",13-12-2020 01:35,#PfizerBioNTech #COVID19vaccines are prepped for shipment - The Wall Street Journal https://t.co/6owcqRzvC0,PfizerBioNTech COVID19vaccines are prepped for shipment The Wall Street Journal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
277,1.33793e+18,rao tadepalli,13-12-2020 01:31,"What we can learn from the victory over #Polio
A good refresher on how polio came to an end. 
Let's not forget… https://t.co/YGAYRu4r2k",What we can learn from the victory over Polio A good refresher on how polio came to an end Lets not forget,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.5523}",0.5523,positive,1,[]
278,1.33793e+18,Jane 🇬🇧🇵🇱🇺🇸,13-12-2020 01:22,Big Pharma has the best interests of those that hold their stock &amp; not patients. #Pfizervaccine #PfizerBioNTech https://t.co/V2PrGIPLyG,Big Pharma has the best interests of those that hold their stock amp not patients Pfizervaccine PfizerBioNTech,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7351}",0.7351,positive,1,['pfizer']
279,1.33793e+18,The Grassy Knoll Troll,13-12-2020 01:14,TV ad in 2030: “Did you receive the CV19 vaccine in 2020 or 2021? You are entitled to financial compensation.”… https://t.co/UZ0aLO88pI,TV ad in 2030 Did you receive the CV19 vaccine in 2020 or 2021 You are entitled to financial compensation,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",0.2732,positive,1,[]
280,1.33792e+18,Erin Trotechaud,13-12-2020 00:54,"@Sflecce Thank you @CPHO_Canada @PattyHajdu @JustinTrudeau @AnitaOakville for getting this approved, being prepared… https://t.co/Lcxa8ufSuL",Sflecce Thank you CPHO_Canada PattyHajdu JustinTrudeau AnitaOakville for getting this approved being prepared,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.7684}",0.7684,positive,1,[]
281,1.33792e+18,ProfD,13-12-2020 00:29,https://t.co/GI3yG92w2J. #Canada ordered enough of the #PfizerBioNTech #vaccine for all of its people- we were too… https://t.co/LZEMQ2OPTR,Canada ordered enough of the PfizerBioNTech vaccine for all of its people we were too,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
282,1.33791e+18,can't think,13-12-2020 00:18,"#Pfizervaccine #PfizerBioNTech WHAT'S IN THIS #vaccine? Why #Pfizer is NOT 100% transparent about it? 
#coronavirus… https://t.co/cailFZeyeg",Pfizervaccine PfizerBioNTech WHATS IN THIS vaccine Why Pfizer is NOT 100 transparent about it coronavirus,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
283,1.33791e+18,"Karla Dick, D.O.",13-12-2020 00:03,"The entire ingredients of the #Pfizervaccine: See, it’s just like your #BigMac with a splash of a #superpower to fi… https://t.co/smNkthBZrD",The entire ingredients of the Pfizervaccine See its just like your BigMac with a splash of a superpower to fi,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,positive,1,['pfizer']
284,1.33791e+18,Charmie,13-12-2020 00:01,"So I can stop wearing a 😷 weeks after my 2nd #PfizerBioNTech vaccine then?

Curious to use the test after I get vac… https://t.co/MnI2dyahgd",So I can stop wearing a weeks after my 2nd PfizerBioNTech vaccine then Curious to use the test after I get vac,"{'neg': 0.114, 'neu': 0.781, 'pos': 0.106, 'compound': -0.046}",-0.046,negative,-1,['pfizer']
285,1.33791e+18,Simon Hodes ⬅️2m➡️ 😷,12-12-2020 23:52,"@pash22 @caseymross 🇬🇧 guidance very clear now:

""Any person with a history of anaphylaxis to a vaccine, medicine o… https://t.co/cdKtZWFHJ6",pash22 caseymross guidance very clear now Any person with a history of anaphylaxis to a vaccine medicine o,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4391}",0.4391,positive,1,[]
286,1.33791e+18,Kasty,12-12-2020 23:44,The reason you don’t  have Polio is because you were vaccinated against that virus.  Please let’s embrace Covid vac… https://t.co/sPkbKUrI06,The reason you dont have Polio is because you were vaccinated against that virus Please lets embrace Covid vac,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.5574}",0.5574,positive,1,[]
287,1.3379e+18,Fares Bou-Daher,12-12-2020 23:31,"Say NO to Covid-19 vaccines!
#vaccine 
#vaccination 
#Pfizervaccine 
#Covid_19 
#PfizerBioNTech 
#CovidVaccines… https://t.co/sqzD6AMHRw",Say NO to Covid19 vaccines vaccine vaccination Pfizervaccine Covid_19 PfizerBioNTech CovidVaccines,"{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.4466}",-0.4466,negative,-1,['pfizer']
288,1.3379e+18,Simon Hodes ⬅️2m➡️ 😷,12-12-2020 23:18,@Janey94803852 @Maureenprsb Still seems unclear if we can reconstitute #PfizerBioNTech vials on site @ nursing home… https://t.co/EOJyBBEtqA,Janey94803852 Maureenprsb Still seems unclear if we can reconstitute PfizerBioNTech vials on site nursing home,"{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.25}",-0.25,negative,-1,['pfizer']
289,1.3379e+18,Kathryn Cobb,12-12-2020 23:13,🙏🏼🙏🏼🙏🏼🙏🏼 #FDA #PfizerBioNTech #OperationWarpSpeed #CoronaVaccine #grateful #COVID #Corona FDA approves Pfizer’s COV… https://t.co/62sbVi8Rol,FDA PfizerBioNTech OperationWarpSpeed CoronaVaccine grateful COVID Corona FDA approves Pfizers COV,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.6908,positive,1,['pfizer']
290,1.3379e+18,Alicia Ault,12-12-2020 23:00,"US #COVID19 #Vaccine Shipments to 'Start Rolling' Sunday https://t.co/BstMMqHtCe via @medscape 
#OperationWarpSpeed… https://t.co/Y16MRS0FL9",US COVID19 Vaccine Shipments to Start Rolling Sunday via medscape OperationWarpSpeed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
291,1.33789e+18,Alicia Ault,12-12-2020 22:58,"#FDA Gives Guidance on Allergy, Pregnancy Concerns for #COVID Vaccine https://t.co/ULl8esqkgP via @medscape… https://t.co/w6ZTpd8zAz",FDA Gives Guidance on Allergy Pregnancy Concerns for COVID Vaccine via medscape,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
292,1.33789e+18,Oigetit Health,12-12-2020 22:36,"The announcement comes after federal authorities granted the Pfizer vaccine emergency use authorization.

Read more… https://t.co/XP6My3jXvd",The announcement comes after federal authorities granted the Pfizer vaccine emergency use authorization Read more,"{'neg': 0.148, 'neu': 0.739, 'pos': 0.114, 'compound': -0.1531}",-0.1531,negative,-1,['pfizer']
293,1.33789e+18,DD News,12-12-2020 22:30,#UnitedStates : The Federal Aviation Administration (FAA) said Saturday it had approved the use of the… https://t.co/xvwUEvZZk2,UnitedStates The Federal Aviation Administration FAA said Saturday it had approved the use of the,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,positive,1,[]
294,1.33788e+18,Nacindex,12-12-2020 22:17,"https://t.co/Z3j0NbDUbq
US agency authorizes Pfizer-BioNTech COVID-19 vaccine
First vaccine will be administered in… https://t.co/IiVKLxLPSJ",US agency authorizes PfizerBioNTech COVID19 vaccine First vaccine will be administered in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
295,1.33788e+18,World Affairs,12-12-2020 21:59,"New PODCAST: Vaccinating Our Way Out of the Pandemic
@larrybrilliant, @PeterHotez &amp; @RaySuarezNews discuss the… https://t.co/ZETygVRafP",New PODCAST Vaccinating Our Way Out of the Pandemic larrybrilliant PeterHotez amp RaySuarezNews discuss the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,[]
296,1.33788e+18,Marc Siegel MD,12-12-2020 21:55,Eric Shawn: The vaccine is here...in record time! https://t.co/Vu2awzLgjM thanks @EricShawnTV @ArthelNeville for al… https://t.co/qUsLDXGsAX,Eric Shawn The vaccine is herein record time thanks EricShawnTV ArthelNeville for al,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,positive,1,[]
297,1.33787e+18,jp alexandre 🍁,12-12-2020 21:35,"@tedcruz Facts, Senator! It would be nice to respect your faith and tell the truth. #PfizerBioNTech vaccine was dev… https://t.co/O0DfuTcKmC",tedcruz Facts Senator It would be nice to respect your faith and tell the truth PfizerBioNTech vaccine was dev,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.875}",0.875,positive,1,['pfizer']
298,1.33787e+18,DD India,12-12-2020 21:30,#UnitedStates : The Federal Aviation Administration (FAA) said Saturday it had approved the use of the… https://t.co/Lyq594UEks,UnitedStates The Federal Aviation Administration FAA said Saturday it had approved the use of the,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,positive,1,[]
299,1.33787e+18,can't think,12-12-2020 21:26,#vaccine #Pfizervaccine #PfizerBioNTech WHAT'S IN THIS VACCINE? #Pfizer is NOT 100% transparent about it.… https://t.co/I3aecCJaCy,vaccine Pfizervaccine PfizerBioNTech WHATS IN THIS VACCINE Pfizer is NOT 100 transparent about it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
300,1.33787e+18,Bruno Rodrigues,12-12-2020 21:18,It is coming. Vaccine will be here soon! So excited... #CovidVaccine #covid19 #Pfizervaccine #PfizerBioNTech #maskup https://t.co/NjH8ZSp1to,It is coming Vaccine will be here soon So excited CovidVaccine covid19 Pfizervaccine PfizerBioNTech maskup,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.4005}",0.4005,positive,1,['pfizer']
301,1.33786e+18,"Taryn Schuelke, CT, CCLS",12-12-2020 20:59,I am beyond relieved to share that I’ll be among the first to receive the #CovidVaccine from #PfizerBioNTech. Thank… https://t.co/1py4jUhGzU,I am beyond relieved to share that Ill be among the first to receive the CovidVaccine from PfizerBioNTech Thank,"{'neg': 0.116, 'neu': 0.581, 'pos': 0.303, 'compound': 0.5423}",0.5423,positive,1,['pfizer']
302,1.33786e+18,🚶🏻Curtis S. Chin,12-12-2020 20:53,"#TwitterPoll: DYK: the #UK, #Bahrain, #Canada &amp; the #USA are among the first nations to approve the #PfizerBioNTech… https://t.co/lbm67ff3GH",TwitterPoll DYK the UK Bahrain Canada amp the USA are among the first nations to approve the PfizerBioNTech,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neuteral,0,['pfizer']
